Algorithm,Seed,Return,Log time
DQN~cvae~regular,44,0.9333333333333333,06-17 08:29:47
DQN~cvae~regular,44,4.552431247297839,06-17 08:29:47
DQN~cvae~regular,44,6.42692999366825,06-17 08:29:47
DQN~cvae~regular,44,5.5151919185942235,06-17 08:29:48
DQN~cvae~regular,44,12.62394705222577,06-17 08:29:49
DQN~cvae~regular,44,1.6620027434842253,06-17 08:29:49
DQN~cvae~regular,44,3.2438639693193863,06-17 08:29:49
DQN~cvae~regular,44,0.15493360723083968,06-17 08:29:49
DQN~cvae~regular,44,2.797648280806336,06-17 08:29:50
DQN~cvae~regular,44,0.9333333333333333,06-17 08:29:50
DQN~cvae~regular,44,4.311757148665872,06-17 08:29:50
DQN~cvae~regular,44,10.462684270366548,06-17 08:29:51
DQN~cvae~regular,44,0.888266940564173,06-17 08:29:51
DQN~cvae~regular,44,0.10781893004115228,06-17 08:29:51
DQN~cvae~regular,44,2.262796705620781,06-17 08:29:51
DQN~cvae~regular,44,1.777777777777778,06-17 08:29:52
DQN~cvae~regular,44,0.7993780516752841,06-17 08:29:52
DQN~cvae~regular,44,1.842578306155733,06-17 08:29:52
DQN~cvae~regular,44,1.665378591649179,06-17 08:29:52
DQN~cvae~regular,44,3.2210201860736403,06-17 08:29:53
DQN~cvae~regular,44,7.332756786642845,06-17 08:29:53
DQN~cvae~regular,44,1.7327113850086175,06-17 08:29:53
DQN~cvae~regular,44,2.533333333333333,06-17 08:29:54
DQN~cvae~regular,44,1.7333333333333332,06-17 08:29:54
DQN~cvae~regular,44,0.13271138500861746,06-17 08:29:54
DQN~cvae~regular,44,7.999377276124429,06-17 08:29:55
DQN~cvae~regular,44,1.5993772769048251,06-17 08:29:55
DQN~cvae~regular,44,0.8660447183419508,06-17 08:29:55
DQN~cvae~regular,44,3.99937727612443,06-17 08:29:55
DQN~cvae~regular,44,32.799377276124446,06-17 08:29:58
DQN~cvae~regular,44,0.8666666666666667,06-17 08:29:58
DQN~cvae~regular,44,7.199999999999999,06-17 08:29:58
DQN~cvae~regular,44,0.8216002738975062,06-17 08:29:58
DQN~cvae~regular,44,0.8660447183419508,06-17 08:29:59
DQN~cvae~regular,44,0.15493360723083968,06-17 08:29:59
DQN~cvae~regular,44,1.665378591649179,06-17 08:29:59
DQN~cvae~regular,44,2.4647110665792127,06-17 08:29:59
DQN~cvae~regular,44,0.13271138500861746,06-17 08:29:59
DQN~cvae~regular,44,3.3542666560797367,06-17 08:30:00
DQN~cvae~regular,44,2.4209333235752997,06-17 08:30:00
DQN~cvae~regular,44,0.8660447183419508,06-17 08:30:00
DQN~cvae~regular,44,0.8216002738975062,06-17 08:30:00
DQN~cvae~regular,44,0.8216002738975062,06-17 08:30:01
DQN~cvae~regular,44,0.7993780516752841,06-17 08:30:01
DQN~cvae~regular,44,7.199377276124429,06-17 08:30:01
DQN~cvae~regular,44,1.665378591649179,06-17 08:30:02
DQN~cvae~regular,44,0.7993780516752841,06-17 08:30:02
DQN~cvae~regular,44,0.8660447183419508,06-17 08:30:02
DQN~cvae~regular,44,0.8216002738975062,06-17 08:30:02
DQN~cvae~regular,44,2.4209333235752997,06-17 08:30:03
DQN~cvae~regular,44,0.8216002738975062,06-17 08:30:03
DQN~cvae~regular,44,1.7327113850086175,06-17 08:30:03
