Algorithm,Seed,Return,Waiting time,Queue length,Mean speed,Log time
PPO~KeepTrian~detach~cvae~expert,45,-3028.87,7026.0,343,1.4754058585444694,06-14 12:59:35
PPO~KeepTrian~detach~cvae~expert,45,-2094.04,20861.0,386,1.4662143178321945,06-14 12:59:45
PPO~KeepTrian~detach~cvae~expert,45,-1776.6,14666.0,453,0.9928017661978301,06-14 12:59:56
PPO~KeepTrian~detach~cvae~expert,45,-621.03,1588.0,150,2.8427980706765474,06-14 13:00:05
PPO~KeepTrian~detach~cvae~expert,45,-243.76,1781.0,34,4.258454472832695,06-14 13:00:11
PPO~KeepTrian~detach~cvae~expert,45,-453.68,5044.0,53,6.323698173609632,06-14 13:00:16
PPO~KeepTrian~detach~cvae~expert,45,-897.14,38750.0,111,2.1479997397725383,06-14 13:00:23
PPO~KeepTrian~detach~cvae~expert,45,-732.84,21402.0,91,2.6860672851649374,06-14 13:00:30
PPO~KeepTrian~detach~cvae~expert,45,-489.2,1814.0,80,5.306770516178756,06-14 13:00:36
PPO~KeepTrian~detach~cvae~expert,45,-560.12,1536.0,65,3.274589177394342,06-14 13:00:41
PPO~KeepTrian~detach~cvae~expert,45,-1189.42,2380.0,135,2.948081208728157,06-14 13:00:48
PPO~KeepTrian~detach~cvae~expert,45,-445.79,1485.0,57,3.6586208677454803,06-14 13:00:56
PPO~KeepTrian~detach~cvae~expert,45,-749.92,3664.0,83,2.292470820873843,06-14 13:01:01
PPO~KeepTrian~detach~cvae~expert,45,-223.42,797.0,29,6.615847359429008,06-14 13:01:07
PPO~KeepTrian~detach~cvae~expert,45,-249.71,874.0,51,5.279797463877038,06-14 13:01:13
PPO~KeepTrian~detach~cvae~expert,45,-385.05,4942.0,121,1.6704744285743158,06-14 13:01:21
PPO~KeepTrian~detach~cvae~expert,45,-368.69,4270.0,77,4.277764133738737,06-14 13:01:29
PPO~KeepTrian~detach~cvae~expert,45,-353.72,4499.0,45,5.040681382895514,06-14 13:01:34
PPO~KeepTrian~detach~cvae~expert,45,-401.62,976.0,49,5.18095837706708,06-14 13:01:40
PPO~KeepTrian~detach~cvae~expert,45,-243.6,2084.0,59,5.3061877045758985,06-14 13:01:46
PPO~KeepTrian~detach~cvae~expert,45,-466.09,4578.0,64,3.1935151396838544,06-14 13:01:53
PPO~KeepTrian~detach~cvae~expert,45,-344.86,1682.0,55,4.619416529840829,06-14 13:01:59
PPO~KeepTrian~detach~cvae~expert,45,-203.44,2119.0,30,5.539420766310911,06-14 13:02:05
PPO~KeepTrian~detach~cvae~expert,45,-313.77,1983.0,52,4.143473993851613,06-14 13:02:10
PPO~KeepTrian~detach~cvae~expert,45,-291.08,2232.0,63,2.950796707690914,06-14 13:02:16
PPO~KeepTrian~detach~cvae~expert,45,-119.91,392.0,24,5.122404349279634,06-14 13:02:21
PPO~KeepTrian~detach~cvae~expert,45,-576.17,2604.0,79,3.3213703803537675,06-14 13:02:27
PPO~KeepTrian~detach~cvae~expert,45,-70.12,377.0,9,9.658338625573386,06-14 13:02:32
PPO~KeepTrian~detach~cvae~expert,45,-76.14,143.0,13,7.531722273341508,06-14 13:02:37
PPO~KeepTrian~detach~cvae~expert,45,-85.55,2201.0,32,5.553496706830628,06-14 13:02:42
PPO~KeepTrian~detach~cvae~expert,45,-1.34,23.0,1,12.937313928208269,06-14 13:02:48
PPO~KeepTrian~detach~cvae~expert,45,-457.79,9426.0,140,0.9519959650505487,06-14 13:02:53
PPO~KeepTrian~detach~cvae~expert,45,-2.15,215.0,4,11.371254153400086,06-14 13:02:58
PPO~KeepTrian~detach~cvae~expert,45,-22.68,627.0,14,7.579766770152095,06-14 13:03:03
PPO~KeepTrian~detach~cvae~expert,45,-79.14,1412.0,25,6.192774357062549,06-14 13:03:08
PPO~KeepTrian~detach~cvae~expert,45,-30.63,1064.0,17,6.916461752106404,06-14 13:03:13
PPO~KeepTrian~detach~cvae~expert,45,-4.15,300.0,10,9.295232109424196,06-14 13:03:19
PPO~KeepTrian~detach~cvae~expert,45,-199.89,700.0,41,3.537257565918629,06-14 13:03:24
PPO~KeepTrian~detach~cvae~expert,45,-8.79,107.0,4,11.325930092217275,06-14 13:03:29
PPO~KeepTrian~detach~cvae~expert,45,-64.66,1254.0,12,6.249907413337309,06-14 13:03:33
PPO~KeepTrian~detach~cvae~expert,45,-118.55,6022.0,19,6.030106227480838,06-14 13:03:36
PPO~KeepTrian~detach~cvae~expert,45,-9.6,316.0,4,9.396435637827501,06-14 13:03:41
PPO~KeepTrian~detach~cvae~expert,45,-3.0100000000000002,211.0,6,10.29475603212945,06-14 13:03:46
